net,length_um
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[177\]\[1\],15.22µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[246\]\[1\],15.22µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[423\]\[1\],15.22µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[424\]\[1\],15.22µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[500\]\[0\],15.22µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[71\]\[0\],15.22µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[0\]\[20\],15.22µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[11\]\[27\],15.22µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[14\]\[21\],15.22µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[1\]\[0\],15.22µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[9\],15.22µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[114\],15.22µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[30\],15.22µm
_00265_,15.17µm
_00685_,15.17µm
_00858_,15.17µm
_00959_,15.17µm
_01288_,15.17µm
_01302_,15.17µm
_01490_,15.17µm
_01587_,15.17µm
_01661_,15.17µm
_02110_,15.17µm
_02302_,15.17µm
_02605_,15.17µm
_02874_,15.17µm
_03611_,15.17µm
_03973_,15.17µm
_04095_,15.17µm
_04117_,15.17µm
_04237_,15.17µm
_04479_,15.17µm
_04655_,15.17µm
_04809_,15.17µm
_04951_,15.17µm
_05142_,15.17µm
_05188_,15.17µm
_05216_,15.17µm
_05298_,15.17µm
_05310_,15.17µm
_05339_,15.17µm
_05719_,15.17µm
_05812_,15.17µm
_05892_,15.17µm
_05933_,15.17µm
_06054_,15.17µm
_06241_,15.17µm
_07113_,15.17µm
_07640_,15.17µm
_07695_,15.17µm
_08372_,15.17µm
_08653_,15.17µm
_09006_,15.17µm
_09052_,15.17µm
_09607_,15.17µm
_10269_,15.17µm
_10582_,15.17µm
_10801_,15.17µm
_10864_,15.17µm
_11234_,15.17µm
_11363_,15.17µm
_11591_,15.17µm
_11678_,15.17µm
_12431_,15.17µm
_12802_,15.17µm
_12821_,15.17µm
_12853_,15.17µm
_13322_,15.17µm
_13484_,15.17µm
_13642_,15.17µm
_13937_,15.17µm
_14074_,15.17µm
_14354_,15.17µm
_14550_,15.17µm
_14552_,15.17µm
_14847_,15.17µm
_15087_,15.17µm
_15111_,15.17µm
_15922_,15.17µm
_16242_,15.17µm
_16379_,15.17µm
_16870_,15.17µm
_17354_,15.17µm
_17676_,15.17µm
_18060_,15.17µm
_18066_,15.17µm
_18184_,15.17µm
_18389_,15.17µm
_18897_,15.17µm
_18972_,15.17µm
_19160_,15.17µm
_19333_,15.17µm
_19410_,15.17µm
_19513_,15.17µm
_19621_,15.17µm
_19631_,15.17µm
_20043_,15.17µm
_20365_,15.17µm
_20417_,15.17µm
_20478_,15.17µm
_20482_,15.17µm
_20868_,15.17µm
_20877_,15.17µm
_21265_,15.17µm
_21618_,15.17µm
_22028_,15.17µm
_22118_,15.17µm
_22144_,15.17µm
_22610_,15.17µm
_22713_,15.17µm
_22731_,15.17µm
_22971_,15.17µm
_23225_,15.17µm
_23628_,15.17µm
_23915_,15.17µm
_24151_,15.17µm
_24184_,15.17µm
_24197_,15.17µm
_24278_,15.17µm
_24450_,15.17µm
_24634_,15.17µm
_24824_,15.17µm
_25015_,15.17µm
_25061_,15.17µm
_25484_,15.17µm
_25485_,15.17µm
_25517_,15.17µm
_25747_,15.17µm
_25768_,15.17µm
_26031_,15.17µm
_26043_,15.17µm
_26151_,15.17µm
_26158_,15.17µm
_26547_,15.17µm
_26548_,15.17µm
_26577_,15.17µm
_26697_,15.17µm
_26723_,15.17µm
_26974_,15.17µm
_27075_,15.17µm
_27162_,15.17µm
_27443_,15.17µm
_27444_,15.17µm
_27533_,15.17µm
_27560_,15.17µm
_27693_,15.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[55\],15.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.soc_ctrl_reg_top_i.system_frequency_hz_qs\[15\],15.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[56\],15.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[58\],15.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[7\],15.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[22\],15.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[25\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.i_jump,15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.gen_align.align.ibus_rdt_concat\[10\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.gen_align.align.ibus_rdt_concat\[9\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[100\]\[1\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[160\]\[0\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[169\]\[0\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[300\]\[1\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[30\]\[1\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[432\]\[0\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[441\]\[0\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[483\]\[0\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.mem_outstanding_q,15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[156\]\[1\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[17\]\[0\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[221\]\[1\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[270\]\[1\],15.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[497\]\[1\],15.17µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[0\]\[4\],15.17µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[10\]\[8\],15.17µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[20\],15.17µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[25\]\[7\],15.17µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[27\]\[25\],15.17µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[28\]\[10\],15.17µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[23\],15.17µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[23\],15.17µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_rx.sreg_q\[7\],15.17µm
_00014_,15.12µm
_00073_,15.12µm
_00404_,15.12µm
_00716_,15.12µm
_01250_,15.12µm
_01260_,15.12µm
_01387_,15.12µm
_01447_,15.12µm
_01502_,15.12µm
_01549_,15.12µm
_01979_,15.12µm
_02433_,15.12µm
_02434_,15.12µm
_02608_,15.12µm
_03088_,15.12µm
_03147_,15.12µm
_03404_,15.12µm
_03437_,15.12µm
_03761_,15.12µm
_03786_,15.12µm
_03809_,15.12µm
_03961_,15.12µm
_04690_,15.12µm
_04767_,15.12µm
_05106_,15.12µm
_05322_,15.12µm
_05352_,15.12µm
_06261_,15.12µm
_06913_,15.12µm
_07446_,15.12µm
_07549_,15.12µm
_07888_,15.12µm
_07997_,15.12µm
_08016_,15.12µm
_08169_,15.12µm
_08206_,15.12µm
_08218_,15.12µm
_08309_,15.12µm
_08315_,15.12µm
_08324_,15.12µm
_08457_,15.12µm
_08949_,15.12µm
_09041_,15.12µm
_09431_,15.12µm
_09638_,15.12µm
_09710_,15.12µm
_09991_,15.12µm
_10112_,15.12µm
_10509_,15.12µm
_10538_,15.12µm
_10667_,15.12µm
_10682_,15.12µm
_10709_,15.12µm
_11040_,15.12µm
_11159_,15.12µm
_11279_,15.12µm
_11478_,15.12µm
_12081_,15.12µm
_12168_,15.12µm
_12645_,15.12µm
_12793_,15.12µm
_12938_,15.12µm
_13033_,15.12µm
_13048_,15.12µm
_13215_,15.12µm
_13228_,15.12µm
_13703_,15.12µm
_13718_,15.12µm
_13864_,15.12µm
_13868_,15.12µm
_13883_,15.12µm
_14191_,15.12µm
_14437_,15.12µm
_14784_,15.12µm
_14882_,15.12µm
_15046_,15.12µm
_15075_,15.12µm
_15117_,15.12µm
_15349_,15.12µm
_15373_,15.12µm
_15390_,15.12µm
_15391_,15.12µm
_15625_,15.12µm
_15634_,15.12µm
_15805_,15.12µm
_16264_,15.12µm
_16274_,15.12µm
_16306_,15.12µm
_16457_,15.12µm
_16552_,15.12µm
_16772_,15.12µm
_16911_,15.12µm
_17144_,15.12µm
_17193_,15.12µm
_17208_,15.12µm
_17281_,15.12µm
_18082_,15.12µm
_18113_,15.12µm
_18300_,15.12µm
_18303_,15.12µm
_18309_,15.12µm
_18685_,15.12µm
_18947_,15.12µm
_19001_,15.12µm
_19299_,15.12µm
_19352_,15.12µm
_19446_,15.12µm
_19533_,15.12µm
_19565_,15.12µm
_19575_,15.12µm
_19731_,15.12µm
_20228_,15.12µm
_20357_,15.12µm
_20385_,15.12µm
_20418_,15.12µm
_21798_,15.12µm
_21885_,15.12µm
_22347_,15.12µm
_22371_,15.12µm
_22399_,15.12µm
_22437_,15.12µm
_22524_,15.12µm
_22625_,15.12µm
_22657_,15.12µm
_22824_,15.12µm
_22917_,15.12µm
_22920_,15.12µm
_23058_,15.12µm
_23349_,15.12µm
_23385_,15.12µm
_23405_,15.12µm
_23420_,15.12µm
_23493_,15.12µm
_23543_,15.12µm
_23567_,15.12µm
_23581_,15.12µm
_23583_,15.12µm
_23864_,15.12µm
_24373_,15.12µm
_24469_,15.12µm
_24923_,15.12µm
_25306_,15.12µm
_25407_,15.12µm
_25453_,15.12µm
_25492_,15.12µm
_25683_,15.12µm
_25760_,15.12µm
_26229_,15.12µm
_26339_,15.12µm
_26406_,15.12µm
_26440_,15.12µm
_26556_,15.12µm
_26662_,15.12µm
_27135_,15.12µm
_27150_,15.12µm
_27155_,15.12µm
_27248_,15.12µm
_27414_,15.12µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.obi_resp_o\[15\],15.12µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[10\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.state.cnt_r\[2\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[141\]\[0\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[15\]\[0\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[20\]\[0\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[339\]\[1\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[491\]\[1\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[86\]\[1\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[10\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[173\]\[0\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[266\]\[1\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[421\]\[0\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[425\]\[0\],15.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[76\]\[0\],15.12µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[7\],15.12µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[6\]\[19\],15.12µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[9\]\[1\],15.12µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[7\],15.12µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[7\],15.12µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.reg2hw\[228\],14.94µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[121\]\[1\],14.94µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[35\],14.89µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[52\],14.89µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[5\]\[1\],14.84µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[450\]\[1\],14.84µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[11\],14.84µm
_17349_,14.76µm
_21335_,14.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[264\]\[1\],14.76µm
_00849_,14.71µm
_05451_,14.71µm
_10485_,14.71µm
_13472_,14.71µm
_13821_,14.71µm
_14661_,14.71µm
_21863_,14.71µm
_23667_,14.71µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.reg_to_counter_cpu_powergate_iso_off_i.counter_curr_state\[2\],14.71µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[10\],14.71µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[10\],14.71µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[199\]\[1\],14.71µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[482\]\[1\],14.71µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[556\]\[1\],14.71µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[149\]\[1\],14.71µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[27\]\[15\],14.71µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[3\],14.71µm
net1586,14.71µm
_02158_,14.66µm
_06266_,14.66µm
_07205_,14.66µm
_08601_,14.66µm
_08842_,14.66µm
_09056_,14.66µm
_09467_,14.66µm
_09635_,14.66µm
_09704_,14.66µm
_09852_,14.66µm
_09859_,14.66µm
_11623_,14.66µm
_13657_,14.66µm
_15132_,14.66µm
_18277_,14.66µm
_18356_,14.66µm
_18726_,14.66µm
_18839_,14.66µm
_19090_,14.66µm
_19455_,14.66µm
_20261_,14.66µm
_21626_,14.66µm
_21826_,14.66µm
_22898_,14.66µm
_22955_,14.66µm
_23305_,14.66µm
_24346_,14.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.producer_state_q,14.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.global_pointer_qs\[20\],14.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.soc_ctrl_reg_top_i.system_frequency_hz_qs\[2\],14.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[13\],14.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[17\],14.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[13\],14.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[20\],14.66µm
i_core_v_mini_mcu.core_data_req\[101\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm19_12_20\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm24_20\[3\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.rf_ram_if.wen0_r,14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[115\]\[0\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[151\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[237\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[272\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[447\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[45\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[465\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[469\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[478\]\[0\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[203\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[208\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[406\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[457\]\[1\],14.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[508\]\[0\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[10\]\[3\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[14\]\[27\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[15\]\[22\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[1\]\[12\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[1\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[29\]\[26\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[2\]\[10\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[2\]\[16\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[31\]\[20\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[15\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[27\],14.66µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[6\]\[17\],14.66µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[21\],14.66µm
_00117_,14.61µm
_00286_,14.61µm
_00563_,14.61µm
_00676_,14.61µm
_00713_,14.61µm
_00856_,14.61µm
_00916_,14.61µm
_00981_,14.61µm
_01157_,14.61µm
_01636_,14.61µm
_01675_,14.61µm
_02132_,14.61µm
_02207_,14.61µm
_02281_,14.61µm
_02331_,14.61µm
_02546_,14.61µm
_02659_,14.61µm
_02783_,14.61µm
_03064_,14.61µm
_03384_,14.61µm
_03744_,14.61µm
_03962_,14.61µm
_04020_,14.61µm
_04021_,14.61µm
_04087_,14.61µm
_04217_,14.61µm
_04319_,14.61µm
_04396_,14.61µm
_04437_,14.61µm
_04510_,14.61µm
_04541_,14.61µm
_04671_,14.61µm
_04866_,14.61µm
_05069_,14.61µm
_05256_,14.61µm
_05583_,14.61µm
_05628_,14.61µm
_06205_,14.61µm
_06533_,14.61µm
_06615_,14.61µm
_06999_,14.61µm
_07071_,14.61µm
_07396_,14.61µm
_07397_,14.61µm
_07567_,14.61µm
_07689_,14.61µm
_08148_,14.61µm
_08487_,14.61µm
_08488_,14.61µm
_08534_,14.61µm
_08952_,14.61µm
_08986_,14.61µm
_09054_,14.61µm
_09135_,14.61µm
_09248_,14.61µm
_09522_,14.61µm
_09769_,14.61µm
_09914_,14.61µm
_09952_,14.61µm
_10098_,14.61µm
_10235_,14.61µm
_10242_,14.61µm
_10510_,14.61µm
_10680_,14.61µm
_10728_,14.61µm
_10798_,14.61µm
_10843_,14.61µm
_11197_,14.61µm
_11257_,14.61µm
_11637_,14.61µm
_11741_,14.61µm
_12104_,14.61µm
_12215_,14.61µm
_12511_,14.61µm
_12650_,14.61µm
_12852_,14.61µm
_12877_,14.61µm
_13299_,14.61µm
_13604_,14.61µm
_13675_,14.61µm
_13754_,14.61µm
_13918_,14.61µm
_14032_,14.61µm
_14286_,14.61µm
_14391_,14.61µm
_14416_,14.61µm
_14516_,14.61µm
_14849_,14.61µm
_14998_,14.61µm
_15092_,14.61µm
_15403_,14.61µm
_15490_,14.61µm
_16330_,14.61µm
_16398_,14.61µm
_16498_,14.61µm
_16622_,14.61µm
_16747_,14.61µm
_16816_,14.61µm
_17486_,14.61µm
_18042_,14.61µm
_18169_,14.61µm
_18357_,14.61µm
_18939_,14.61µm
_18991_,14.61µm
_19031_,14.61µm
_19034_,14.61µm
_19182_,14.61µm
_19278_,14.61µm
_19548_,14.61µm
_19581_,14.61µm
_19619_,14.61µm
_19644_,14.61µm
_19797_,14.61µm
_19962_,14.61µm
_20125_,14.61µm
_20447_,14.61µm
_20786_,14.61µm
_20846_,14.61µm
_21648_,14.61µm
_21794_,14.61µm
_22157_,14.61µm
_22414_,14.61µm
_22565_,14.61µm
_22670_,14.61µm
_22930_,14.61µm
_22996_,14.61µm
_23111_,14.61µm
_23214_,14.61µm
_23466_,14.61µm
_23616_,14.61µm
_23763_,14.61µm
_23843_,14.61µm
_23985_,14.61µm
_24054_,14.61µm
_24673_,14.61µm
_24839_,14.61µm
_24986_,14.61µm
_24994_,14.61µm
_25101_,14.61µm
_25211_,14.61µm
_25427_,14.61µm
_25624_,14.61µm
_25660_,14.61µm
_25679_,14.61µm
_25697_,14.61µm
_25746_,14.61µm
_25879_,14.61µm
_26070_,14.61µm
_26084_,14.61µm
_26102_,14.61µm
_26357_,14.61µm
_26431_,14.61µm
_26493_,14.61µm
_26866_,14.61µm
_26874_,14.61µm
_26895_,14.61µm
_26938_,14.61µm
_27161_,14.61µm
_27412_,14.61µm
_27520_,14.61µm
_27525_,14.61µm
_27538_,14.61µm
_27542_,14.61µm
_27545_,14.61µm
_27550_,14.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[52\],14.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[22\],14.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.power_gate_core_qs,14.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_sequence_periph_switch_i.sequence_curr_state\[4\],14.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.obi_resp_o\[29\],14.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[45\],14.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.park_req_pulse\[1\],14.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[31\],14.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[12\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.gen_align.align.ibus_rdt_concat\[3\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.gen_csr.csr.mstatus_mpie,14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.rf_ram_if.rgnt,14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[196\]\[0\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[256\]\[0\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[341\]\[0\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[429\]\[1\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[457\]\[0\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[467\]\[0\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[530\]\[1\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[543\]\[0\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[130\]\[1\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[56\]\[0\],14.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[76\]\[1\],14.61µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[15\]\[5\],14.61µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[17\]\[22\],14.61µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[1\]\[28\],14.61µm
