net,length_um
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[13\],19.7µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[20\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.gen_align.align.ibus_rdt_concat\[5\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm24_20\[4\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[132\]\[1\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[327\]\[0\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[369\]\[0\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[400\]\[0\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[401\]\[1\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[504\]\[0\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[20\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_ibus_adr\[28\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[13\]\[1\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[357\]\[1\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[389\]\[1\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[470\]\[0\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[505\]\[0\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[77\]\[0\],19.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[9\]\[1\],19.7µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[24\]\[7\],19.7µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[30\]\[24\],19.7µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[14\],19.7µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[31\],19.7µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[16\],19.7µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[19\],19.7µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.hw2reg\[9\],19.7µm
_01553_,19.65µm
_02026_,19.65µm
_02121_,19.65µm
_03758_,19.65µm
_03986_,19.65µm
_04171_,19.65µm
_04336_,19.65µm
_04740_,19.65µm
_04749_,19.65µm
_05313_,19.65µm
_05585_,19.65µm
_06078_,19.65µm
_06128_,19.65µm
_06343_,19.65µm
_06822_,19.65µm
_07377_,19.65µm
_07450_,19.65µm
_07454_,19.65µm
_08041_,19.65µm
_08771_,19.65µm
_09030_,19.65µm
_09156_,19.65µm
_09950_,19.65µm
_09972_,19.65µm
_10170_,19.65µm
_10173_,19.65µm
_10277_,19.65µm
_10306_,19.65µm
_10398_,19.65µm
_10845_,19.65µm
_10893_,19.65µm
_11355_,19.65µm
_11624_,19.65µm
_12460_,19.65µm
_12843_,19.65µm
_13425_,19.65µm
_13582_,19.65µm
_13749_,19.65µm
_14160_,19.65µm
_14540_,19.65µm
_14643_,19.65µm
_15192_,19.65µm
_15418_,19.65µm
_15453_,19.65µm
_15586_,19.65µm
_15716_,19.65µm
_16022_,19.65µm
_16867_,19.65µm
_17930_,19.65µm
_17997_,19.65µm
_18715_,19.65µm
_18757_,19.65µm
_18959_,19.65µm
_18963_,19.65µm
_19319_,19.65µm
_19650_,19.65µm
_19754_,19.65µm
_19864_,19.65µm
_19865_,19.65µm
_19896_,19.65µm
_20031_,19.65µm
_20193_,19.65µm
_20312_,19.65µm
_20398_,19.65µm
_20415_,19.65µm
_20669_,19.65µm
_20943_,19.65µm
_21007_,19.65µm
_21161_,19.65µm
_21237_,19.65µm
_21277_,19.65µm
_21926_,19.65µm
_22283_,19.65µm
_22578_,19.65µm
_23187_,19.65µm
_23340_,19.65µm
_23479_,19.65µm
_23616_,19.65µm
_23941_,19.65µm
_24109_,19.65µm
_24115_,19.65µm
_24127_,19.65µm
_24163_,19.65µm
_24189_,19.65µm
_24362_,19.65µm
_24463_,19.65µm
_24612_,19.65µm
_24681_,19.65µm
_24997_,19.65µm
_25472_,19.65µm
_25562_,19.65µm
_25901_,19.65µm
_25978_,19.65µm
_26138_,19.65µm
_26438_,19.65µm
_26992_,19.65µm
_27293_,19.65µm
_28040_,19.65µm
_28300_,19.65µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.global_pointer_qs\[4\],19.65µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.reg2hw\[20\],19.65µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[5\],19.65µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[5\],19.65µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[5\]\[31\],19.65µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[1\],19.65µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[22\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm19_12_20\[7\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.state.o_cnt\[2\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[111\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[121\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[144\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[166\]\[1\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[376\]\[1\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[425\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[439\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[468\]\[1\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[494\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[503\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[53\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[549\]\[1\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[556\]\[1\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[561\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[570\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[69\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[7\]\[1\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[99\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.bufreg.i_clr_lsb,19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[175\]\[1\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[17\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[281\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[306\]\[1\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[317\]\[0\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[320\]\[1\],19.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[45\]\[0\],19.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.rdata_o\[17\],19.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[0\]\[24\],19.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[10\]\[30\],19.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[15\]\[21\],19.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[18\]\[19\],19.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[22\],19.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[6\]\[25\],19.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[7\]\[12\],19.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[7\]\[27\],19.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[7\]\[29\],19.65µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[9\],19.65µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[113\],19.65µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[21\],19.65µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_tx.baud_div_q\[3\],19.65µm
_00208_,19.6µm
_00353_,19.6µm
_01927_,19.6µm
_02511_,19.6µm
_02894_,19.6µm
_03088_,19.6µm
_03972_,19.6µm
_04036_,19.6µm
_04844_,19.6µm
_05004_,19.6µm
_05052_,19.6µm
_05073_,19.6µm
_05093_,19.6µm
_05170_,19.6µm
_05288_,19.6µm
_05377_,19.6µm
_05626_,19.6µm
_06649_,19.6µm
_06968_,19.6µm
_07457_,19.6µm
_07609_,19.6µm
_08031_,19.6µm
_09619_,19.6µm
_09853_,19.6µm
_10025_,19.6µm
_10878_,19.6µm
_11725_,19.6µm
_11730_,19.6µm
_11962_,19.6µm
_12026_,19.6µm
_12286_,19.6µm
_12655_,19.6µm
_12875_,19.6µm
_13011_,19.6µm
_13252_,19.6µm
_13464_,19.6µm
_13767_,19.6µm
_13864_,19.6µm
_13872_,19.6µm
_14209_,19.6µm
_14335_,19.6µm
_14493_,19.6µm
_14683_,19.6µm
_14738_,19.6µm
_15763_,19.6µm
_15823_,19.6µm
_16369_,19.6µm
_16422_,19.6µm
_17663_,19.6µm
_17716_,19.6µm
_17897_,19.6µm
_18433_,19.6µm
_18793_,19.6µm
_18830_,19.6µm
_19242_,19.6µm
_19638_,19.6µm
_20036_,19.6µm
_20050_,19.6µm
_20552_,19.6µm
_20640_,19.6µm
_20724_,19.6µm
_20863_,19.6µm
_21355_,19.6µm
_21586_,19.6µm
_22229_,19.6µm
_22245_,19.6µm
_22326_,19.6µm
_22329_,19.6µm
_22332_,19.6µm
_22590_,19.6µm
_23141_,19.6µm
_23481_,19.6µm
_23703_,19.6µm
_23951_,19.6µm
_23988_,19.6µm
_24244_,19.6µm
_24403_,19.6µm
_24545_,19.6µm
_24668_,19.6µm
_24907_,19.6µm
_25284_,19.6µm
_25346_,19.6µm
_25531_,19.6µm
_25675_,19.6µm
_25707_,19.6µm
_25727_,19.6µm
_26192_,19.6µm
_26435_,19.6µm
_26867_,19.6µm
_27281_,19.6µm
_27384_,19.6µm
_28269_,19.6µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.reg2hw\[6\],19.6µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.xfer.dummy_count\[3\],19.6µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[0\],19.6µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[51\],19.6µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[15\],19.6µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[5\]\[6\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.dbus_en,19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[191\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[205\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[276\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[308\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[30\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[321\]\[0\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[366\]\[0\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[368\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[384\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[420\]\[0\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[503\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[569\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[10\]\[0\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[123\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[204\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[281\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[329\]\[0\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[349\]\[1\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[402\]\[0\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[485\]\[0\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[504\]\[0\],19.6µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[76\]\[0\],19.6µm
_15313_,19.52µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[44\],19.42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[350\]\[0\],19.42µm
_21790_,19.4µm
_07582_,19.37µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[3\],19.37µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[6\],19.32µm
_08901_,19.29µm
_07088_,19.24µm
_12268_,19.24µm
_17458_,19.24µm
_24190_,19.24µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[15\],19.24µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[87\]\[0\],19.24µm
_08321_,19.19µm
_09712_,19.19µm
_17898_,19.19µm
_24032_,19.19µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[5\]\[17\],19.19µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[235\]\[0\],19.19µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[158\]\[1\],19.19µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[263\]\[1\],19.19µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[269\]\[1\],19.19µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[291\]\[0\],19.19µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[337\]\[1\],19.19µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[19\],19.19µm
_03712_,19.14µm
_04190_,19.14µm
_05480_,19.14µm
_06353_,19.14µm
_06887_,19.14µm
_08637_,19.14µm
_09110_,19.14µm
_09684_,19.14µm
_10077_,19.14µm
_10392_,19.14µm
_12387_,19.14µm
_12799_,19.14µm
_13906_,19.14µm
_15357_,19.14µm
_15648_,19.14µm
_16058_,19.14µm
_16288_,19.14µm
_16543_,19.14µm
_17241_,19.14µm
_21878_,19.14µm
_21895_,19.14µm
_22556_,19.14µm
_23039_,19.14µm
_23329_,19.14µm
_23466_,19.14µm
_23945_,19.14µm
_24072_,19.14µm
_24936_,19.14µm
_25849_,19.14µm
_28194_,19.14µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[82\],19.14µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[23\],19.14µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[2\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[243\]\[1\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[27\]\[1\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[28\]\[1\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[389\]\[0\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[38\]\[1\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[401\]\[0\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[434\]\[0\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[51\]\[1\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[533\]\[0\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[554\]\[1\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[97\]\[0\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_ibus_adr\[29\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[139\]\[0\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[231\]\[0\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[385\]\[0\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[404\]\[0\],19.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[91\]\[0\],19.14µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[0\]\[12\],19.14µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[0\]\[31\],19.14µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[26\]\[27\],19.14µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[28\]\[19\],19.14µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[30\]\[2\],19.14µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[17\],19.14µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[6\],19.14µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[7\]\[28\],19.14µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.nco_sum_q\[3\],19.14µm
_01215_,19.09µm
_02030_,19.09µm
_03473_,19.09µm
_03954_,19.09µm
_04080_,19.09µm
_04413_,19.09µm
_04750_,19.09µm
_04897_,19.09µm
_04904_,19.09µm
_05316_,19.09µm
_06590_,19.09µm
_07178_,19.09µm
_07480_,19.09µm
_08413_,19.09µm
_09018_,19.09µm
_09449_,19.09µm
_09578_,19.09µm
_09682_,19.09µm
_09953_,19.09µm
_09974_,19.09µm
_10088_,19.09µm
_10151_,19.09µm
_10247_,19.09µm
_10784_,19.09µm
_10861_,19.09µm
_11212_,19.09µm
_11494_,19.09µm
_11526_,19.09µm
_12241_,19.09µm
_12599_,19.09µm
_12903_,19.09µm
_12907_,19.09µm
_12908_,19.09µm
_13151_,19.09µm
_13508_,19.09µm
_13520_,19.09µm
_13673_,19.09µm
_13807_,19.09µm
_14914_,19.09µm
_15013_,19.09µm
_15702_,19.09µm
_15992_,19.09µm
_16325_,19.09µm
_16506_,19.09µm
_17194_,19.09µm
_17398_,19.09µm
_17881_,19.09µm
_17998_,19.09µm
_18700_,19.09µm
_18996_,19.09µm
_19272_,19.09µm
_19318_,19.09µm
_19395_,19.09µm
_19474_,19.09µm
_19604_,19.09µm
_20254_,19.09µm
_20437_,19.09µm
_20794_,19.09µm
_21100_,19.09µm
_22296_,19.09µm
_22370_,19.09µm
_23233_,19.09µm
_23585_,19.09µm
_23679_,19.09µm
_23681_,19.09µm
_23893_,19.09µm
_23911_,19.09µm
_24485_,19.09µm
_24895_,19.09µm
_24956_,19.09µm
_25255_,19.09µm
_25956_,19.09µm
_26592_,19.09µm
_26850_,19.09µm
_27155_,19.09µm
_27214_,19.09µm
_27785_,19.09µm
_27905_,19.09µm
_27965_,19.09µm
_28119_,19.09µm
_28127_,19.09µm
_28202_,19.09µm
_28298_,19.09µm
_28408_,19.09µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[28\],19.09µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[0\],19.09µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[31\],19.09µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.config_oe\[2\],19.09µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[9\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[19\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[113\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[139\]\[0\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[145\]\[0\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[265\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[267\]\[0\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[296\]\[0\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[300\]\[0\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[410\]\[0\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[494\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[505\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[522\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[573\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[101\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[169\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[191\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[227\]\[0\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[318\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[325\]\[0\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[413\]\[0\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[413\]\[1\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[430\]\[0\],19.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[449\]\[0\],19.09µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[0\]\[23\],19.09µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[14\]\[28\],19.09µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[1\]\[16\],19.09µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[29\],19.09µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[25\]\[26\],19.09µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[26\]\[25\],19.09µm
