Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_270_125,VDD,Metal1,90.4400,1085.8400,4.999971
FILLER_270_123,VDD,Metal1,89.6000,1085.8400,4.999971
FILLER_270_107,VDD,Metal1,80.3600,1085.8400,4.999971
FILLER_270_104,VDD,Metal1,78.6800,1085.8400,4.999971
FILLER_270_56,VDD,Metal1,53.0200,1085.4075,4.999972
FILLER_270_37,VDD,Metal1,42.3800,1085.4075,4.999972
FILLER_270_31,VDD,Metal1,39.0200,1085.4075,4.999972
FILLER_269_1889,VDD,Metal1,1078.2800,1078.0000,4.999967
FILLER_269_1856,VDD,Metal1,1061.0200,1078.4325,4.999966
FILLER_269_1819,VDD,Metal1,1039.0800,1078.0000,4.999966
FILLER_269_1817,VDD,Metal1,1038.2400,1078.0000,4.999965
FILLER_269_1806,VDD,Metal1,1032.0800,1078.0000,4.999965
FILLER_269_1797,VDD,Metal1,1026.7600,1078.0000,4.999965
FILLER_269_1781,VDD,Metal1,1022.6080,1078.6920,4.999964
FILLER_269_1772,VDD,Metal1,1012.7600,1078.0000,4.999964
FILLER_269_1764,VDD,Metal1,1010.7465,1078.5765,4.999964
FILLER_269_1758,VDD,Metal1,1004.9200,1078.0000,4.999964
FILLER_269_1756,VDD,Metal1,1004.0800,1078.0000,4.999962
FILLER_269_1752,VDD,Metal1,1002.7800,1078.4325,4.999962
FILLER_269_1749,VDD,Metal1,999.8800,1078.0000,4.999962
FILLER_269_1745,VDD,Metal1,998.8600,1078.4325,4.999961
FILLER_269_1701,VDD,Metal1,973.0000,1078.0000,4.999958
FILLER_269_1699,VDD,Metal1,972.1600,1078.0000,4.999958
FILLER_269_1695,VDD,Metal1,970.8600,1078.4325,4.999958
FILLER_269_1687,VDD,Metal1,967.6265,1078.5765,4.999958
FILLER_269_1678,VDD,Metal1,960.4000,1078.0000,4.999958
FILLER_269_1668,VDD,Metal1,954.8000,1078.0000,4.999959
FILLER_269_1660,VDD,Metal1,952.5065,1078.5765,4.999959
FILLER_269_1650,VDD,Metal1,944.4400,1078.0000,4.999963
FILLER_269_1642,VDD,Metal1,942.4265,1078.5765,4.999963
FILLER_269_1612,VDD,Metal1,924.3800,1078.4325,4.999963
FILLER_269_1609,VDD,Metal1,921.4800,1078.0000,4.999963
FILLER_269_1605,VDD,Metal1,920.4600,1078.4325,4.999963
FILLER_269_1588,VDD,Metal1,910.9400,1078.4325,4.999958
FILLER_269_1555,VDD,Metal1,892.4600,1078.4325,4.999958
FILLER_269_1529,VDD,Metal1,876.9600,1078.0000,4.999958
FILLER_269_1525,VDD,Metal1,875.6600,1078.4325,4.999958
FILLER_269_1513,VDD,Metal1,868.0000,1078.0000,4.999957
FILLER_269_1483,VDD,Metal1,850.9200,1078.0000,4.999955
FILLER_269_1481,VDD,Metal1,850.0800,1078.0000,4.999955
FILLER_269_1414,VDD,Metal1,812.2800,1078.0000,4.999955
FILLER_269_1412,VDD,Metal1,811.4400,1078.0000,4.999955
FILLER_269_1402,VDD,Metal1,805.5600,1078.0000,4.999955
FILLER_269_1302,VDD,Metal1,749.8400,1078.0000,4.999954
FILLER_269_1286,VDD,Metal1,740.6000,1078.0000,4.999964
FILLER_269_1284,VDD,Metal1,739.7600,1078.0000,4.999964
FILLER_269_1280,VDD,Metal1,738.4600,1078.4325,4.999964
FILLER_269_1272,VDD,Metal1,735.2265,1078.5765,4.999971
FILLER_269_1262,VDD,Metal1,727.4400,1078.0000,4.999972
FILLER_269_1251,VDD,Metal1,721.0000,1078.0000,4.999972
FILLER_269_1243,VDD,Metal1,718.9865,1078.5765,4.999972
FILLER_269_1206,VDD,Metal1,695.8000,1078.0000,4.999973
FILLER_269_1145,VDD,Metal1,661.6400,1078.0000,4.999976
FILLER_269_1139,VDD,Metal1,658.2800,1078.0000,4.999976
FILLER_269_1129,VDD,Metal1,652.9600,1078.0000,4.999976
FILLER_269_1122,VDD,Metal1,649.0400,1078.0000,4.999976
FILLER_269_1106,VDD,Metal1,639.8000,1078.0000,4.999978
FILLER_269_1104,VDD,Metal1,638.9600,1078.0000,4.999978
FILLER_269_1073,VDD,Metal1,621.6000,1078.0000,4.999978
FILLER_269_1069,VDD,Metal1,620.3000,1078.4325,4.999978
FILLER_269_1052,VDD,Metal1,610.7800,1078.4325,4.999978
FILLER_269_1041,VDD,Metal1,603.4000,1078.0000,4.999979
FILLER_269_1037,VDD,Metal1,602.3800,1078.4325,4.999979
FILLER_269_998,VDD,Metal1,579.6000,1078.0000,4.999979
