Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_270_497,VDD,Metal1,294.8400,1081.9200,4.999956
FILLER_270_457,VDD,Metal1,272.4400,1081.9200,4.999956
FILLER_270_425,VDD,Metal1,254.5200,1081.9200,4.999957
FILLER_270_387,VDD,Metal1,234.4600,1081.4875,4.999956
FILLER_270_379,VDD,Metal1,228.7600,1081.9200,4.999956
FILLER_270_343,VDD,Metal1,208.8800,1081.9200,4.999957
FILLER_270_326,VDD,Metal1,199.3600,1081.9200,4.999957
FILLER_270_308,VDD,Metal1,189.2800,1081.9200,4.999957
FILLER_270_249,VDD,Metal1,155.9600,1081.9200,4.999957
FILLER_270_247,VDD,Metal1,155.1200,1081.9200,4.999958
FILLER_270_233,VDD,Metal1,147.2800,1081.9200,4.999959
FILLER_270_210,VDD,Metal1,134.4000,1081.9200,4.999962
FILLER_270_196,VDD,Metal1,126.5600,1081.9200,4.999964
FILLER_270_177,VDD,Metal1,115.6400,1081.9200,4.999964
FILLER_270_157,VDD,Metal1,104.4400,1081.9200,4.999974
FILLER_270_107,VDD,Metal1,77.6600,1081.4875,4.999975
FILLER_270_100,VDD,Metal1,72.5200,1081.9200,4.999975
FILLER_270_90,VDD,Metal1,67.2000,1081.9200,4.999975
FILLER_270_62,VDD,Metal1,51.2400,1081.9200,4.999976
FILLER_270_34,VDD,Metal1,35.5600,1081.9200,4.999978
FILLER_269_1892,VDD,Metal1,1076.0400,1074.0800,4.999903
FILLER_269_1881,VDD,Metal1,1069.8800,1074.0800,4.999899
FILLER_269_1851,VDD,Metal1,1054.3000,1074.5125,4.999898
FILLER_269_1819,VDD,Metal1,1035.1600,1074.0800,4.999896
FILLER_269_1817,VDD,Metal1,1034.3200,1074.0800,4.999896
FILLER_269_1792,VDD,Metal1,1020.3200,1074.0800,4.999893
FILLER_269_1783,VDD,Metal1,1016.2200,1074.5125,4.999896
FILLER_269_1773,VDD,Metal1,1009.6800,1074.0800,4.999897
FILLER_269_1765,VDD,Metal1,1007.3865,1074.6565,4.999897
FILLER_269_1741,VDD,Metal1,992.7000,1074.5125,4.999895
FILLER_269_1705,VDD,Metal1,971.6000,1074.0800,4.999894
FILLER_269_1694,VDD,Metal1,965.4400,1074.0800,4.999895
FILLER_269_1682,VDD,Metal1,959.6600,1074.5125,4.999895
FILLER_269_1679,VDD,Metal1,956.7600,1074.0800,4.999896
FILLER_269_1644,VDD,Metal1,937.4400,1074.0800,4.999898
FILLER_269_1637,VDD,Metal1,933.5200,1074.0800,4.999899
FILLER_269_1633,VDD,Metal1,932.2200,1074.5125,4.999921
FILLER_269_1612,VDD,Metal1,919.5200,1074.0800,4.999921
FILLER_269_1608,VDD,Metal1,917.2800,1074.0800,4.999921
