net,length_um
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[290\]\[1\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[420\]\[0\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[448\]\[0\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[457\]\[1\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[17\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[10\]\[1\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[1\]\[1\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[323\]\[1\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[350\]\[1\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[36\]\[1\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[461\]\[1\],25.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[52\]\[0\],25.81µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[26\]\[14\],25.81µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[27\]\[21\],25.81µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[29\]\[10\],25.81µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[29\]\[4\],25.81µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[31\]\[3\],25.81µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[7\]\[15\],25.81µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[7\]\[30\],25.81µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[34\],25.81µm
_04115_,25.76µm
_05770_,25.76µm
_06493_,25.76µm
_07192_,25.76µm
_07381_,25.76µm
_08894_,25.76µm
_09018_,25.76µm
_09861_,25.76µm
_10624_,25.76µm
_10981_,25.76µm
_11359_,25.76µm
_11851_,25.76µm
_13957_,25.76µm
_14679_,25.76µm
_14765_,25.76µm
_16177_,25.76µm
_16991_,25.76µm
_17110_,25.76µm
_17655_,25.76µm
_19963_,25.76µm
_20081_,25.76µm
_20248_,25.76µm
_20298_,25.76µm
_20481_,25.76µm
_20924_,25.76µm
_20979_,25.76µm
_22832_,25.76µm
_23175_,25.76µm
_23194_,25.76µm
_23472_,25.76µm
_23580_,25.76µm
_24561_,25.76µm
_24898_,25.76µm
_25611_,25.76µm
_25976_,25.76µm
_26344_,25.76µm
_26421_,25.76µm
_26693_,25.76µm
_27223_,25.76µm
_27334_,25.76µm
_27877_,25.76µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.u_intr_state.wr_data\[15\],25.76µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[57\],25.76µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[21\],25.76µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[6\],25.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[235\]\[0\],25.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[288\]\[0\],25.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[450\]\[1\],25.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[515\]\[0\],25.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.bufreg.i_imm_en,25.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[115\]\[1\],25.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[135\]\[0\],25.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[223\]\[1\],25.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[417\]\[0\],25.76µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[0\],25.76µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_rx.sreg_q\[5\],25.76µm
_14972_,25.45µm
_09431_,25.4µm
_10246_,25.4µm
_14492_,25.4µm
_14709_,25.4µm
_14918_,25.4µm
_16448_,25.4µm
_21473_,25.4µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[61\],25.4µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[30\]\[5\],25.39µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[403\]\[1\],25.385µm
rst_ni,25.36µm
_10225_,25.35µm
_15323_,25.35µm
_16256_,25.35µm
_17486_,25.35µm
_17772_,25.35µm
_18020_,25.35µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[1\],25.35µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[25\],25.35µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.xfer.xfer_dspi,25.35µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[182\]\[0\],25.35µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[31\]\[6\],25.35µm
_03912_,25.3µm
_05560_,25.3µm
_05673_,25.3µm
_06039_,25.3µm
_06307_,25.3µm
_06485_,25.3µm
_06569_,25.3µm
_08417_,25.3µm
_08683_,25.3µm
_10375_,25.3µm
_11847_,25.3µm
_12999_,25.3µm
_14348_,25.3µm
_16112_,25.3µm
_16157_,25.3µm
_21132_,25.3µm
_21232_,25.3µm
_21264_,25.3µm
_21725_,25.3µm
_23392_,25.3µm
_23698_,25.3µm
_23867_,25.3µm
_26277_,25.3µm
_26444_,25.3µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.xfer.xfer_tag\[0\],25.3µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[28\],25.3µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[144\]\[1\],25.3µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[479\]\[1\],25.3µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[69\]\[1\],25.3µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[334\]\[0\],25.3µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[79\]\[1\],25.3µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[1\]\[1\],25.3µm
_05419_,25.25µm
_05543_,25.25µm
_05763_,25.25µm
_05941_,25.25µm
_06596_,25.25µm
_07084_,25.25µm
_09701_,25.25µm
_10106_,25.25µm
_10320_,25.25µm
_11272_,25.25µm
_11521_,25.25µm
_11663_,25.25µm
_12226_,25.25µm
_13043_,25.25µm
_13049_,25.25µm
_13533_,25.25µm
_14211_,25.25µm
_14823_,25.25µm
_15850_,25.25µm
_16667_,25.25µm
_17405_,25.25µm
_18137_,25.25µm
_18188_,25.25µm
_18756_,25.25µm
_18936_,25.25µm
_19959_,25.25µm
_20617_,25.25µm
_20771_,25.25µm
_21373_,25.25µm
_22077_,25.25µm
_22977_,25.25µm
_23049_,25.25µm
_23724_,25.25µm
_24545_,25.25µm
_25353_,25.25µm
_25921_,25.25µm
_26114_,25.25µm
_26346_,25.25µm
_26613_,25.25µm
_27067_,25.25µm
_27444_,25.25µm
_27647_,25.25µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[2\],25.25µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[32\],25.25µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_assert_counter_qs\[8\],25.25µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[25\],25.25µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.xfer.flash_io3_do,25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[220\]\[1\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[259\]\[0\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[433\]\[1\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[489\]\[0\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[68\]\[1\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm30_25\[1\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[241\]\[1\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[308\]\[1\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[32\]\[0\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[378\]\[0\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[397\]\[0\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[499\]\[1\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[72\]\[1\],25.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[97\]\[1\],25.25µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[12\]\[19\],25.25µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[13\]\[19\],25.25µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[25\]\[28\],25.25µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[29\]\[2\],25.25µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[20\],25.25µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.hw2reg\[10\],25.25µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[123\],25.25µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[13\],25.25µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[22\],25.25µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_rx.sreg_q\[9\],25.25µm
i_core_v_mini_mcu.system_bus_i.gen_demux_xbar\[3\].demux_xbar_i.u_xbar_varlat.gen_inputs\[0\].i_addr_dec_resp_mux.valid_inflight_q,25.25µm
_00204_,25.2µm
_00378_,25.2µm
_03726_,25.2µm
_04895_,25.2µm
_04917_,25.2µm
_05142_,25.2µm
_05286_,25.2µm
_05569_,25.2µm
_05789_,25.2µm
_06623_,25.2µm
_07971_,25.2µm
_08673_,25.2µm
_09403_,25.2µm
_12218_,25.2µm
_12288_,25.2µm
_12398_,25.2µm
_13034_,25.2µm
_13071_,25.2µm
_13348_,25.2µm
_13517_,25.2µm
_13590_,25.2µm
_14669_,25.2µm
_15571_,25.2µm
_16227_,25.2µm
_16917_,25.2µm
_17885_,25.2µm
_18411_,25.2µm
_19711_,25.2µm
_20308_,25.2µm
_20542_,25.2µm
_20755_,25.2µm
_20861_,25.2µm
_21823_,25.2µm
_22057_,25.2µm
_23027_,25.2µm
_23080_,25.2µm
_23531_,25.2µm
_23564_,25.2µm
_23597_,25.2µm
_23682_,25.2µm
_24606_,25.2µm
_24868_,25.2µm
_24932_,25.2µm
_25271_,25.2µm
_25306_,25.2µm
_25372_,25.2µm
_25819_,25.2µm
_26307_,25.2µm
_26446_,25.2µm
_27021_,25.2µm
_27571_,25.2µm
_27834_,25.2µm
_27866_,25.2µm
_27943_,25.2µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[25\],25.2µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.obi_resp_o\[21\],25.2µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[1\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm19_12_20\[2\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[117\]\[0\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[123\]\[1\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[181\]\[0\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[257\]\[0\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[322\]\[0\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[413\]\[1\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[469\]\[0\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[105\]\[0\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[131\]\[0\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[221\]\[1\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[240\]\[1\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[425\]\[1\],25.2µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[15\]\[7\],25.2µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[25\]\[1\],25.2µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[29\]\[31\],25.2µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[31\]\[2\],25.2µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[4\]\[10\],25.2µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[4\]\[22\],25.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[96\]\[0\],25.07µm
_18363_,24.97µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[193\]\[0\],24.92µm
_05411_,24.89µm
_16383_,24.89µm
_16738_,24.89µm
_21039_,24.89µm
_09368_,24.84µm
_13906_,24.84µm
_18390_,24.84µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_iso_off_counter_qs\[12\],24.84µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_iso_off_counter_qs\[3\],24.84µm
_07780_,24.79µm
_15928_,24.79µm
_16852_,24.79µm
_16889_,24.79µm
_17250_,24.79µm
_26032_,24.79µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[53\],24.79µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[392\]\[0\],24.79µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[471\]\[0\],24.79µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[113\]\[1\],24.79µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[5\],24.79µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_rxfifo.gen_normal_fifo.storage\[31\],24.79µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[206\]\[0\],24.775µm
_03532_,24.74µm
_08096_,24.74µm
_08477_,24.74µm
_08880_,24.74µm
_09803_,24.74µm
_12943_,24.74µm
_12966_,24.74µm
_13275_,24.74µm
_14353_,24.74µm
_14468_,24.74µm
_14915_,24.74µm
_15070_,24.74µm
_15832_,24.74µm
_16145_,24.74µm
_20113_,24.74µm
_20632_,24.74µm
_21022_,24.74µm
_23306_,24.74µm
_25565_,24.74µm
_26199_,24.74µm
_27708_,24.74µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[53\],24.74µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[8\],24.74µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.picorv32_resp_i\[27\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[21\]\[0\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[311\]\[0\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[313\]\[1\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[330\]\[0\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[360\]\[0\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[3\]\[1\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[408\]\[1\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm19_12_20\[7\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[133\]\[1\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[211\]\[1\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[241\]\[0\],24.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[94\]\[0\],24.74µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[11\]\[30\],24.74µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[24\]\[31\],24.74µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[31\]\[27\],24.74µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.obi_resp_fifo_i.status_cnt_q\[1\],24.74µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.nco_sum_q\[2\],24.74µm
_00945_,24.69µm
_04564_,24.69µm
_04641_,24.69µm
_04748_,24.69µm
_05261_,24.69µm
_05400_,24.69µm
_05564_,24.69µm
_05589_,24.69µm
_05841_,24.69µm
_06142_,24.69µm
_06165_,24.69µm
_06949_,24.69µm
_06966_,24.69µm
_07786_,24.69µm
_08745_,24.69µm
_08994_,24.69µm
_09230_,24.69µm
_09740_,24.69µm
_09781_,24.69µm
_10181_,24.69µm
_11006_,24.69µm
_11063_,24.69µm
_11389_,24.69µm
_11554_,24.69µm
_11606_,24.69µm
_11667_,24.69µm
_11900_,24.69µm
_13262_,24.69µm
_13441_,24.69µm
_13686_,24.69µm
_13795_,24.69µm
_14053_,24.69µm
_14914_,24.69µm
_15373_,24.69µm
_16100_,24.69µm
_16801_,24.69µm
_17064_,24.69µm
_17349_,24.69µm
_17499_,24.69µm
_17630_,24.69µm
_19854_,24.69µm
_20313_,24.69µm
_21765_,24.69µm
_21771_,24.69µm
_22004_,24.69µm
_22148_,24.69µm
_22707_,24.69µm
_22760_,24.69µm
_22906_,24.69µm
_23087_,24.69µm
_23104_,24.69µm
_23365_,24.69µm
_23592_,24.69µm
_23752_,24.69µm
_24235_,24.69µm
_24456_,24.69µm
_24532_,24.69µm
_25337_,24.69µm
_25673_,24.69µm
_25810_,24.69µm
_26885_,24.69µm
_27076_,24.69µm
_27276_,24.69µm
_27573_,24.69µm
_27727_,24.69µm
_27791_,24.69µm
_27856_,24.69µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[61\],24.69µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.reg_to_counter_cpu_powergate_iso_off_i.counter_curr_state\[2\],24.69µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.reg2hw\[3\],24.69µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.obi_resp_o\[17\],24.69µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[31\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm30_25\[5\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[104\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[142\]\[0\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[146\]\[0\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[1\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[249\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[285\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[336\]\[0\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[373\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[459\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[497\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[503\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[25\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[200\]\[0\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[246\]\[0\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[250\]\[0\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[286\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[34\]\[0\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[373\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[394\]\[0\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[475\]\[1\],24.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[508\]\[0\],24.69µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[22\],24.69µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[26\]\[30\],24.69µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[28\]\[7\],24.69µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[24\],24.69µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[30\],24.69µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.nco_sum_q\[10\],24.69µm
_03872_,24.64µm
_04036_,24.64µm
_06132_,24.64µm
_07398_,24.64µm
_07463_,24.64µm
_07737_,24.64µm
_08107_,24.64µm
_08272_,24.64µm
_08522_,24.64µm
_08629_,24.64µm
_08694_,24.64µm
_08755_,24.64µm
_09401_,24.64µm
_09987_,24.64µm
_10059_,24.64µm
_10228_,24.64µm
_10279_,24.64µm
_10422_,24.64µm
_10882_,24.64µm
_11550_,24.64µm
_11573_,24.64µm
_11635_,24.64µm
_11803_,24.64µm
_12077_,24.64µm
_12495_,24.64µm
_12658_,24.64µm
_12795_,24.64µm
_12929_,24.64µm
_13106_,24.64µm
_13846_,24.64µm
_14109_,24.64µm
_14991_,24.64µm
_15761_,24.64µm
_16164_,24.64µm
_16791_,24.64µm
_17241_,24.64µm
_17424_,24.64µm
_17701_,24.64µm
_18637_,24.64µm
_19629_,24.64µm
_20781_,24.64µm
_20922_,24.64µm
_21031_,24.64µm
_21449_,24.64µm
_22174_,24.64µm
_22992_,24.64µm
_23711_,24.64µm
_25005_,24.64µm
_25400_,24.64µm
_25603_,24.64µm
_25674_,24.64µm
_25803_,24.64µm
_25891_,24.64µm
_26089_,24.64µm
_26571_,24.64µm
_26663_,24.64µm
_26679_,24.64µm
_27018_,24.64µm
_27099_,24.64µm
_27203_,24.64µm
_27238_,24.64µm
_27825_,24.64µm
_27858_,24.64µm
_28031_,24.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.state.cnt_r\[2\],24.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[103\]\[1\],24.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[22\]\[1\],24.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[236\]\[1\],24.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[136\]\[0\],24.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[181\]\[1\],24.64µm
