net,length_um
_03965_,62.16µm
_06927_,62.16µm
_10594_,62.16µm
_11509_,62.16µm
_12355_,62.16µm
_14022_,62.16µm
_23407_,62.16µm
_25049_,62.16µm
_25440_,62.16µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.rf_ram_if.rtrig0,62.16µm
_04069_,61.99µm
_16553_,61.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.reg2hw\[33\],61.93µm
_06551_,61.9µm
net1061,61.8µm
net1238,61.8µm
_05510_,61.75µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[30\],61.75µm
clknet_leaf_76_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,61.75µm
_06590_,61.7µm
_08010_,61.7µm
_11297_,61.7µm
_13493_,61.7µm
_13985_,61.7µm
_14255_,61.7µm
_18023_,61.7µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[36\],61.7µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.soc_ctrl_reg_top_i.system_frequency_hz_qs\[5\],61.7µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[9\],61.7µm
clknet_leaf_21_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,61.7µm
_06056_,61.65µm
_12180_,61.65µm
_12989_,61.65µm
_14503_,61.65µm
_14820_,61.65µm
_21456_,61.65µm
_23480_,61.65µm
_24830_,61.65µm
_26006_,61.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[2\],61.65µm
_06626_,61.6µm
_06991_,61.6µm
_07712_,61.6µm
_08336_,61.6µm
_08849_,61.6µm
_18277_,61.6µm
_20447_,61.6µm
_22029_,61.6µm
_23271_,61.6µm
_25935_,61.6µm
_26044_,61.6µm
_27134_,61.6µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[52\],61.6µm
_18376_,61.39µm
_14424_,61.35µm
_21810_,61.29µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[30\],61.29µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.din_rd,61.29µm
_07657_,61.24µm
_15727_,61.24µm
_27411_,61.19µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[24\],61.19µm
_05857_,61.14µm
_17423_,61.14µm
_21639_,61.14µm
_25591_,61.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[165\]\[0\],61.14µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[9\]\[28\],61.14µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[22\],61.14µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[33\],61.14µm
_05831_,61.09µm
_08203_,61.09µm
_09760_,61.09µm
_15205_,61.09µm
_23372_,61.09µm
_27981_,61.09µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[10\],61.09µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.obi_resp_o\[18\],61.09µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.picorv32_resp_i\[30\],61.09µm
net1264,61.09µm
_07337_,61.04µm
_11480_,61.04µm
_16233_,61.04µm
_20332_,61.04µm
_21255_,61.04µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[31\],61.04µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[16\],61.04µm
net4,61.04µm
net1288,61.04µm
_07304_,60.81µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[22\],60.81µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[46\],60.81µm
_09259_,60.72µm
_07768_,60.68µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[46\]\[0\],60.68µm
clknet_leaf_28_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,60.68µm
_14369_,60.63µm
_15174_,60.63µm
clknet_leaf_36_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,60.63µm
clknet_leaf_75_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,60.63µm
clknet_leaf_86_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,60.63µm
_10548_,60.58µm
_15208_,60.58µm
_16537_,60.58µm
_18151_,60.58µm
_21346_,60.58µm
_21803_,60.58µm
_06336_,60.53µm
_06709_,60.53µm
_07066_,60.53µm
_07192_,60.53µm
_08318_,60.53µm
_11700_,60.53µm
_13782_,60.53µm
_14585_,60.53µm
_15501_,60.53µm
_20326_,60.53µm
_24942_,60.53µm
_25765_,60.53µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.picorv32_resp_i\[5\],60.53µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.din_data\[2\],60.53µm
i_core_v_mini_mcu.core_data_req\[2\],60.53µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[27\],60.53µm
clknet_leaf_70_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,60.53µm
_12916_,60.48µm
_20629_,60.48µm
_22370_,60.48µm
_22827_,60.48µm
_23236_,60.48µm
_27034_,60.48µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[31\],60.48µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[14\]\[31\],60.48µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[11\],60.48µm
_22803_,60.27µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[27\],60.17µm
_21602_,60.12µm
_07395_,60.07µm
_10011_,60.07µm
_20495_,60.07µm
_22366_,60.07µm
clknet_leaf_24_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,60.07µm
_06585_,60.02µm
_09830_,60.02µm
_14602_,60.02µm
_14798_,60.02µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[59\],60.02µm
_05959_,59.97µm
_07520_,59.97µm
_08808_,59.97µm
_12669_,59.97µm
_15482_,59.97µm
_16431_,59.97µm
_20536_,59.97µm
_21635_,59.97µm
_26185_,59.97µm
_26446_,59.97µm
_26631_,59.97µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[1\],59.97µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.softreset,59.97µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[20\],59.97µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[20\],59.97µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[104\]\[0\],59.97µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[132\]\[0\],59.97µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[16\],59.97µm
_08202_,59.92µm
_08314_,59.92µm
_08534_,59.92µm
_10322_,59.92µm
_12096_,59.92µm
_13519_,59.92µm
_24636_,59.92µm
_24702_,59.92µm
_25055_,59.92µm
_26531_,59.92µm
_26550_,59.92µm
_26578_,59.92µm
_26625_,59.92µm
_28073_,59.92µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[11\]\[28\],59.69µm
_06310_,59.61µm
_05515_,59.51µm
_16379_,59.51µm
_27039_,59.51µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.obi_resp_o\[22\],59.51µm
clknet_leaf_77_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,59.51µm
_15469_,59.46µm
_16550_,59.46µm
_05878_,59.41µm
_06108_,59.41µm
_07127_,59.41µm
_09109_,59.41µm
_12172_,59.41µm
_18915_,59.41µm
_21074_,59.41µm
_22293_,59.41µm
_23516_,59.41µm
_26678_,59.41µm
_26876_,59.41µm
_26891_,59.41µm
_26980_,59.41µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[6\],59.41µm
i_core_v_mini_mcu.core_data_req\[20\],59.41µm
i_core_v_mini_mcu.cpu_subsystem_i.hart_clock_enable_1_0,59.41µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[30\]\[14\],59.41µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.hw2reg\[44\],59.41µm
clknet_leaf_28_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,59.4µm
_07397_,59.36µm
_07483_,59.36µm
_14215_,59.36µm
_20685_,59.36µm
_24226_,59.36µm
_24859_,59.36µm
_25707_,59.36µm
_26365_,59.36µm
_26718_,59.36µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[22\],59.36µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[0\],59.36µm
_08495_,59.15µm
_20154_,59.13µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[127\],59.05µm
_28061_,59µm
clknet_leaf_56_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,59µm
i_core_v_mini_mcu.ao_peripheral_slave_resp\[26\],58.95µm
clknet_leaf_29_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,58.95µm
_07616_,58.9µm
_07829_,58.9µm
_09468_,58.9µm
clknet_leaf_11_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,58.9µm
clknet_leaf_44_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,58.9µm
clknet_leaf_88_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,58.9µm
_03925_,58.85µm
_05858_,58.85µm
_06722_,58.85µm
_09126_,58.85µm
_10832_,58.85µm
_15569_,58.85µm
_21491_,58.85µm
_24677_,58.85µm
_26969_,58.85µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[17\],58.85µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[255\]\[1\],58.85µm
_04027_,58.8µm
_05631_,58.8µm
_06547_,58.8µm
_09982_,58.8µm
_12752_,58.8µm
_14307_,58.8µm
_18259_,58.8µm
_20438_,58.8µm
_21749_,58.8µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[3\],58.8µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.power_gate_core_ack_qs,58.8µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[8\],58.8µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[3\]\[1\],58.8µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[51\]\[1\],58.8µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[24\],58.8µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[27\],58.8µm
_13906_,58.57µm
_14862_,58.54µm
_04060_,58.51µm
_14744_,58.49µm
i_core_v_mini_mcu.ao_peripheral_slave_resp\[30\],58.44µm
_09038_,58.39µm
_09821_,58.39µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[50\],58.39µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[471\]\[0\],58.39µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[5\]\[2\],58.39µm
_08774_,58.34µm
_16488_,58.34µm
_23959_,58.34µm
_23992_,58.34µm
_25945_,58.34µm
_26271_,58.34µm
_27590_,58.34µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[7\],58.34µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[125\]\[0\],58.34µm
net1060,58.34µm
_06397_,58.29µm
_07043_,58.29µm
_07235_,58.29µm
_12200_,58.29µm
_12597_,58.29µm
_13452_,58.29µm
_20507_,58.29µm
_21934_,58.29µm
_22329_,58.29µm
_23112_,58.29µm
_23316_,58.29µm
_25569_,58.29µm
_25910_,58.29µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[213\]\[1\],58.29µm
_08299_,58.24µm
_12396_,58.24µm
_16582_,58.24µm
_18548_,58.24µm
_21751_,58.24µm
_23333_,58.24µm
_24218_,58.24µm
_24663_,58.24µm
_25332_,58.24µm
_26488_,58.24µm
_27594_,58.24µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[29\],58.24µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[5\]\[1\],58.24µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[11\]\[30\],58.24µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[9\]\[26\],58.24µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[34\]\[1\],58.01µm
_15677_,57.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[44\],57.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.bufreg.data\[1\],57.93µm
_05647_,57.88µm
_10609_,57.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[12\],57.88µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_tx.bit_cnt_q\[2\],57.88µm
_04025_,57.87µm
_08238_,57.83µm
_12194_,57.83µm
_12197_,57.83µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[125\],57.83µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[2\]\[25\],57.83µm
_05664_,57.78µm
_07613_,57.78µm
_18440_,57.78µm
_23298_,57.78µm
_26346_,57.78µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[30\],57.78µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[144\]\[0\],57.78µm
i_core_v_mini_mcu.peripheral_slave_resp\[23\],57.78µm
_09361_,57.73µm
_12105_,57.73µm
_12850_,57.73µm
_12966_,57.73µm
_17400_,57.73µm
_17833_,57.73µm
_23049_,57.73µm
_23356_,57.73µm
_24959_,57.73µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[98\],57.73µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[133\]\[0\],57.73µm
i_core_v_mini_mcu.peripheral_slave_resp\[29\],57.73µm
_06081_,57.68µm
_06136_,57.68µm
_07326_,57.68µm
_08106_,57.68µm
_14129_,57.68µm
_23399_,57.68µm
_27199_,57.68µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[21\],57.68µm
_10993_,57.4µm
_22205_,57.37µm
_05449_,57.32µm
net1099,57.32µm
_07808_,57.27µm
_12330_,57.27µm
_16990_,57.27µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.state\[6\],57.27µm
clknet_leaf_65_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,57.27µm
_12220_,57.22µm
_13793_,57.22µm
_14411_,57.22µm
_16385_,57.22µm
_17040_,57.22µm
_18386_,57.22µm
_21589_,57.22µm
_22208_,57.22µm
_25732_,57.22µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[327\]\[0\],57.22µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[15\],57.22µm
_04610_,57.17µm
_07173_,57.17µm
_08074_,57.17µm
_08844_,57.17µm
_12918_,57.17µm
_14404_,57.17µm
_23185_,57.17µm
_23317_,57.17µm
_25840_,57.17µm
_26161_,57.17µm
_27823_,57.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[9\],57.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[10\],57.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[26\],57.17µm
_06874_,57.12µm
_07928_,57.12µm
_08361_,57.12µm
_13016_,57.12µm
_22129_,57.12µm
_25640_,57.12µm
_26750_,57.12µm
_26836_,57.12µm
_27580_,57.12µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[3\],57.04µm
_08999_,56.81µm
_16875_,56.81µm
_09447_,56.76µm
_07539_,56.71µm
clknet_leaf_16_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,56.71µm
clknet_leaf_37_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,56.71µm
_15349_,56.66µm
_23343_,56.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[20\],56.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[19\],56.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[164\]\[1\],56.66µm
_05519_,56.61µm
_06876_,56.61µm
_20387_,56.61µm
_23951_,56.61µm
_25068_,56.61µm
_25464_,56.61µm
_27971_,56.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[184\]\[1\],56.61µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[81\],56.61µm
_07494_,56.56µm
_12576_,56.56µm
_13478_,56.56µm
_20529_,56.56µm
_23490_,56.56µm
_25979_,56.56µm
net1275,56.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[28\]\[0\],56.56µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[20\],56.38µm
_17298_,56.3µm
_09613_,56.2µm
_15124_,56.2µm
_15753_,56.2µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_spimemio_reg_top_i.reg2hw,56.2µm
_08575_,56.15µm
_24426_,56.15µm
clknet_leaf_84_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,56.15µm
_08009_,56.1µm
_10395_,56.1µm
_16345_,56.1µm
_18035_,56.1µm
_27407_,56.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[97\],56.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_switch_on_counter_qs\[3\],56.1µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_rx.sreg_q\[4\],56.1µm
net260,56.1µm
net1265,56.1µm
_07323_,56.05µm
_08063_,56.05µm
_11414_,56.05µm
_11654_,56.05µm
_14015_,56.05µm
_15214_,56.05µm
_16597_,56.05µm
_20999_,56.05µm
_22315_,56.05µm
_25531_,56.05µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.alu.i_cmp_eq,56.05µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[378\]\[0\],56.05µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[31\],56.05µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[4\],56.05µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[31\],56.05µm
_08360_,56µm
_09267_,56µm
_09463_,56µm
_24580_,56µm
_24893_,56µm
_25825_,56µm
_26583_,56µm
_27258_,56µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.memory_subsystem_banks_powergate_iso_n,56µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[28\],56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[263\]\[0\],56µm
clknet_leaf_51_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,56µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[5\]\[29\],55.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[463\]\[1\],55.72µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[4\]\[1\],55.72µm
_06566_,55.64µm
_06826_,55.64µm
_09706_,55.64µm
_14873_,55.64µm
_16095_,55.64µm
_05634_,55.59µm
_09173_,55.59µm
_10768_,55.59µm
_14889_,55.59µm
_15034_,55.59µm
_18092_,55.59µm
_18580_,55.59µm
_21866_,55.59µm
_27428_,55.59µm
i_core_v_mini_mcu.core_data_req\[3\],55.59µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm11_7\[1\],55.59µm
_07086_,55.54µm
_12934_,55.54µm
_18904_,55.54µm
_22780_,55.54µm
_23139_,55.54µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[32\],55.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[16\]\[1\],55.54µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[27\]\[29\],55.54µm
_06695_,55.49µm
_11832_,55.49µm
_11874_,55.49µm
_15436_,55.49µm
_21721_,55.49µm
_23419_,55.49µm
_24736_,55.49µm
_26175_,55.49µm
_27009_,55.49µm
_27434_,55.49µm
_27957_,55.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[40\]\[0\],55.49µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[122\],55.49µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_rxfifo.gen_normal_fifo.fifo_rptr\[0\],55.49µm
_06939_,55.44µm
_07796_,55.44µm
_07977_,55.44µm
_13019_,55.44µm
_25204_,55.44µm
_25663_,55.44µm
_25934_,55.44µm
_28064_,55.44µm
_28127_,55.44µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[10\],55.44µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[29\],55.44µm
_16056_,55.13µm
_06110_,55.08µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[33\],55.08µm
net1339,55.08µm
_20135_,55.03µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.bufreg.i_shift_op,55.03µm
_23562_,54.99µm
_08149_,54.98µm
_24257_,54.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[2\],54.98µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[19\],54.98µm
_15105_,54.95µm
_06194_,54.93µm
_06773_,54.93µm
_07145_,54.93µm
_07681_,54.93µm
_10142_,54.93µm
_10848_,54.93µm
_12130_,54.93µm
_13692_,54.93µm
_13783_,54.93µm
_13821_,54.93µm
_21645_,54.93µm
_21735_,54.93µm
_26021_,54.93µm
_26847_,54.93µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[19\],54.93µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_state_n,54.93µm
_06464_,54.88µm
_07579_,54.88µm
_07775_,54.88µm
_08167_,54.88µm
_08396_,54.88µm
_09412_,54.88µm
_10524_,54.88µm
_20450_,54.88µm
_22064_,54.88µm
_23450_,54.88µm
_23636_,54.88µm
_24244_,54.88µm
_24764_,54.88µm
_25422_,54.88µm
_26076_,54.88µm
_27313_,54.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.xfer.next_fetch,54.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[29\],54.88µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[10\],54.88µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[3\],54.88µm
_11687_,54.62µm
_08652_,54.47µm
_17995_,54.47µm
_18390_,54.47µm
_23989_,54.47µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[25\],54.47µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_rx.sreg_q\[2\],54.47µm
_06416_,54.42µm
_08188_,54.42µm
_09305_,54.42µm
_12186_,54.42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[8\],54.42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[20\],54.42µm
_06641_,54.37µm
_06970_,54.37µm
_07378_,54.37µm
_11046_,54.37µm
_11638_,54.37µm
_13876_,54.37µm
_14102_,54.37µm
_14157_,54.37µm
_17212_,54.37µm
_17386_,54.37µm
_21910_,54.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[14\],54.37µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[475\]\[1\],54.37µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[7\]\[13\],54.37µm
_05555_,54.32µm
_08930_,54.32µm
_11212_,54.32µm
_11658_,54.32µm
_11814_,54.32µm
_13933_,54.32µm
_14373_,54.32µm
_21877_,54.32µm
_22261_,54.32µm
_22556_,54.32µm
_24545_,54.32µm
_25005_,54.32µm
_27295_,54.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.soc_ctrl_reg_top_i.system_frequency_hz_qs\[29\],54.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[30\],54.32µm
